gene	module	kME	rank_in_module
PCBD1	grey	NA	NA
DRAP1	blue	0.382101018975133	492
AKAP9	brown	0.613475307692257	57
MRPS34	black	0.411282108190798	182
CCNL1	yellow	0.738136753999359	22
SLIRP	red	0.736245278479427	21
DEK	greenyellow	0.754781131382802	15
DNAJB6	magenta	0.55042449396518	71
TMEM50A	magenta	0.335256026326898	170
SEC62	black	0.811274541992907	2
STMP1	red	0.557708328607583	94
AKR1A1	cyan	0.559085474414241	22
CAPN2	grey	NA	NA
LAMP1	black	0.482215853136023	126
SSU72	green	0.615056773645119	62
TMEM230	magenta	0.45725937898369	127
SMS	blue	0.31477385581165	589
CALM3	blue	0.648125163450112	73
TMEM14C	grey	NA	NA
MORF4L2	pink	0.459342103480471	148
ATP5PO	pink	0.951635686590054	1
NDUFA5	pink	0.672815030792573	52
SERPINH1	grey	NA	NA
GHITM	blue	0.71728549355717	29
SYPL1	brown	0.4546462752675	263
CSNK1A1	turquoise	0.627099550082321	150
UBE2D3	grey	NA	NA
OSTC	red	0.477475687150058	148
MRPL20	red	0.480704698498595	145
TYMP	midnightblue	0.515435043522482	30
SEC11A	purple	0.465498460888493	115
TPD52	pink	0.71179295474371	36
SCAND1	brown	0.409915872751017	347
RBM17	green	0.600838806676458	73
METTL26	turquoise	0.463913180686443	394
PSMD4	blue	0.7393738250236	21
CAPZB	green	0.624331991399983	58
HEBP2	grey	NA	NA
C11orf58	black	0.655414994472212	30
TIMM13	grey	NA	NA
PPP1CA	blue	0.815998765996755	4
CCT2	blue	0.587690194329829	130
ATP5PB	blue	0.566023498643146	159
TCEA1	grey	NA	NA
NDUFA6	red	0.796994145519907	8
NENF	grey	NA	NA
LAGE3	red	0.449187441647772	167
EIF2S2	blue	0.735335206659234	23
SERPINB3	lightcyan	0.26277079570971	28
RTRAF	purple	0.318814216812452	164
SUMO1	magenta	0.42384136350082	143
SF3B5	green	0.537046803765847	123
ECH1	pink	0.829481253345343	15
CCT4	blue	0.441934681973461	357
EIF4G2	grey	NA	NA
PIM3	turquoise	0.510150322285562	297
ANAPC16	blue	0.466551016706777	309
CITED2	grey	NA	NA
LMAN2	black	0.813260525256117	1
CDC42	red	0.41451241456353	187
NDUFB1	pink	0.597606712478062	79
SLC40A1	turquoise	0.714084349576894	55
SCP2	pink	0.54099845883911	101
TTC3	brown	0.543209387910759	135
COPE	blue	0.447675794715029	350
IL6ST	turquoise	0.883184711428828	2
ARL6IP4	grey	NA	NA
TFPI2	grey	NA	NA
ID3	grey	NA	NA
NDUFAF3	grey	NA	NA
PRRC2C	grey	NA	NA
RAB25	grey	NA	NA
SRSF11	grey	NA	NA
UBE2I	blue	0.565931794946353	160
CNN3	grey	NA	NA
MRPS15	green	0.721722135792383	14
UBXN4	turquoise	0.48979736953395	337
HMGB3	red	0.515597127923414	120
RAD23A	grey	NA	NA
GTF3A	blue	0.42162057344968	410
ZNHIT1	grey	NA	NA
AREG	turquoise	0.472830666600575	379
RAB5IF	blue	0.697436275749452	40
TAX1BP1	pink	0.495503010152421	129
LRRFIP1	yellow	0.546717369541196	134
JUND	yellow	0.781441616711542	9
ATG5	green	0.497890633682032	178
DAZAP2	magenta	0.49133289912493	106
PGLS	greenyellow	-0.134070591654697	151
ACP1	blue	0.62651826120106	96
SQLE	blue	0.415482740858555	420
LRRC26	brown	0.667681788803255	30
LSM7	red	0.534970495463209	106
SRSF5	turquoise	0.587185886732886	206
RER1	black	0.549349214901143	73
EIF1AX	brown	0.414688778186927	338
PRR13	magenta	0.660848703598412	30
ZYX	tan	0.402824054108089	103
ELOVL5	turquoise	0.660808885640778	98
TCP1	blue	0.538499057759532	195
TMEM147	grey	NA	NA
SLC25A39	green	0.470762915680672	214
NME1	pink	0.862009685879316	10
SNRPF	red	0.304336432893245	245
LAMTOR1	grey	NA	NA
POLR2F	blue	0.401013674857766	452
NDUFB3	red	0.654505267117371	51
SNRPC	blue	0.751759836915496	17
TIMM8B	red	0.670534652420111	40
BRD2	yellow	0.743775132631592	21
FKBP2	black	0.440905497714862	162
EIF3G	purple	0.444377649446483	120
SF3B2	blue	0.535798675326372	199
APH1A	grey	NA	NA
MTHFD2	grey	NA	NA
TMCO1	black	0.635431217123354	34
FAM162A	grey	NA	NA
ADRM1	blue	0.828246869780105	3
ALKBH7	turquoise	0.448978535526541	421
CD55	yellow	0.605217136793671	82
TRIB1	yellow	0.71738294832507	29
EID1	grey	NA	NA
PTP4A1	yellow	0.343718349562352	297
NECTIN2	turquoise	0.752627452015016	28
CDKN2A	salmon	0.558129887554945	52
HACD3	black	0.655135472955769	31
UQCRFS1	blue	0.701372874276847	36
CNIH4	red	0.529925568029937	108
CCN1	yellow	0.550726075927489	130
CSDE1	blue	0.355339042644374	537
PSMB9	midnightblue	0.822048366279013	3
LYPLA1	pink	0.497392237625962	127
YIF1A	black	0.568975883938562	61
NDUFA11	pink	0.825678166922756	17
ATP6AP2	black	0.776100375792539	6
REXO2	grey	NA	NA
ID2	grey	NA	NA
PRMT1	blue	0.798365230040123	6
CRACR2B	brown	0.536754937454419	144
RPN1	tan	0.50911237200932	62
ATF4	purple	0.413869952229953	129
UBE2D2	grey	NA	NA
ATRAID	red	0.626430778985405	65
TOMM22	purple	0.636349748466031	72
UCP2	cyan	0.507078998072841	35
NUTF2	green	0.685681171877306	31
HMGB2	greenyellow	0.664966485782282	33
CLNS1A	blue	0.373511086075351	512
FBL	purple	0.520501556084533	97
PDAP1	green	0.657254073730592	43
SMIM26	magenta	0.428796183314628	140
PARP1	grey	NA	NA
H2AC6	brown	0.530706500065872	150
RALY	green	0.494043848474773	184
MRPL14	red	0.650885283738899	54
CAMTA1	blue	0.435885088306372	373
TXNL1	blue	0.426839669208462	395
RNASET2	grey	NA	NA
SELENOK	magenta	0.619587795406879	47
CCDC85B	purple	0.581136983501191	81
RAB11A	grey	NA	NA
COMT	grey	NA	NA
CRYBG1	grey	NA	NA
ECHS1	green	0.598518232421928	74
TCEAL4	turquoise	0.55705073768348	232
COX20	red	0.471256125598891	153
NET1	yellow	0.564639724473154	121
TAF1D	purple	0.467001778314342	113
MACROH2A1	blue	0.572334285374639	149
MTCH2	green	0.739272215080027	12
MRPL55	magenta	0.590528378292841	56
N4BP2L2	turquoise	0.459607881144985	403
ARL6IP5	black	0.519359525188049	98
TMEM205	turquoise	0.655360165581672	108
STUB1	pink	0.485758742683189	134
SSB	blue	0.779519604834385	8
SRRM2	grey	NA	NA
NUDC	blue	0.587931704321116	129
POLR2I	blue	0.328522536777018	571
NDFIP1	turquoise	0.634876525070375	138
CEBPB	pink	0.380321392666054	193
MICOS13	turquoise	0.420857637911997	491
PAPOLA	grey	NA	NA
ERP29	grey	NA	NA
MAFF	yellow	0.689118560966012	39
SUMO3	grey	NA	NA
OAT	grey	NA	NA
MRPS16	blue	0.535593738714151	200
SRRM1	grey	NA	NA
EPHX1	black	0.482438152310358	125
SMDT1	magenta	0.529105241500599	80
COPS6	blue	0.677879667230931	50
NAA38	magenta	0.631042944652523	40
LSM2	green	0.607381873272721	69
PSMB7	blue	0.711853034048623	31
SELENOS	black	0.557147316371252	70
H1-2	brown	0.390695201533006	372
IMPDH2	purple	0.490233126524383	104
TBCB	blue	0.5899526083756	127
PNISR	grey	NA	NA
CDK2AP2	brown	0.586693157754022	82
POLR2E	green	0.490436202129075	192
SERTAD1	yellow	0.651347510762657	54
NAPA	brown	0.473730438757146	228
PLPP2	grey	NA	NA
RPS19BP1	grey	NA	NA
BZW2	green	0.494031525035492	185
YBX3	tan	-0.275825322873004	146
BAG3	yellow	0.493656580637159	190
CFD	turquoise	0.66354022803705	95
GOLGA4	brown	0.645594609710292	41
TMEM14B	blue	0.296511354969494	603
DUSP23	magenta	0.487505734858988	108
GRN	grey	NA	NA
SDF2L1	red	0.622491269840806	68
ARGLU1	grey	NA	NA
UQCC2	red	0.748347599381744	16
PDLIM1	grey	NA	NA
PYURF	blue	0.352187680008288	539
CDC42EP1	grey	NA	NA
TMEM165	cyan	0.472119090892142	38
SLC3A2	black	0.484376014027602	121
LMAN1	grey	NA	NA
RTN3	grey	NA	NA
RNPS1	blue	0.485709233959188	284
AK2	green	0.517990513676973	147
MRPS30	magenta	0.70768331942207	15
OLA1	green	0.48954650428486	193
TRAPPC1	red	0.44543450364052	168
EIF3M	green	0.575769851045157	94
RSF1	grey	NA	NA
ADAM15	salmon	-0.0409019614596943	125
XRCC6	blue	0.503908525220839	254
COA3	magenta	0.726944823369457	12
OCIAD2	red	0.668485015851372	41
EIF3A	grey	NA	NA
CENPW	greenyellow	0.739387444944323	19
DPY30	pink	0.684367160993904	49
EIF3D	purple	0.659291598445609	65
EMD	tan	0.844098447420009	2
GTF2H5	magenta	0.463719567878065	123
NFIB	salmon	0.673727584997509	14
TOMM5	red	0.487478763249049	140
CRIP1	turquoise	0.592262978411462	194
RNF181	red	0.803906491239466	3
MEAF6	turquoise	0.348717892892487	646
ARHGDIA	red	0.42393987520374	182
UBE2L3	blue	0.488642384819508	278
CIAO2B	blue	0.664939597715229	61
PSMC5	black	0.478688891901344	132
NDUFA12	red	0.753362600484409	15
RAB7A	blue	0.44626794064959	351
MYH9	grey	NA	NA
HM13	black	0.534532022535738	85
FLOT1	grey	NA	NA
FHL2	tan	0.427541344497625	93
NAA20	red	0.66248120665627	43
SCD	salmon	-0.12037111915435	126
UBE2C	greenyellow	0.811464584271335	6
PSMA3	blue	0.644688666878403	77
EIF6	blue	0.675342566504777	52
RSL24D1	purple	0.432722123749585	125
HSPA9	blue	0.462999052990774	315
POLR2J	pink	0.683468055410844	50
CXCL13	grey	NA	NA
PA2G4	blue	0.453375775248391	339
RBP1	blue	0.555345231941954	174
ZFAND2A	yellow	0.418983255116062	261
GPI	green	0.535909094012887	124
CSRP1	tan	0.532896604939152	52
NINJ1	turquoise	0.536490385848947	260
UGDH	turquoise	0.651614235256577	111
DNAJC15	grey	NA	NA
SCCPDH	turquoise	0.674225595126991	80
TMEM141	turquoise	0.481531148434426	353
NDUFB6	red	0.668327696706538	42
SF1	yellow	0.632850222080357	65
CD82	grey	NA	NA
TFG	green	0.59511160246546	76
ARHGDIB	turquoise	0.335979060843116	671
SPARC	salmon	0.543603177645029	59
PAIP2	magenta	0.798097869591087	3
CCT8	blue	0.56549807215085	162
CDC37	green	0.444783979282354	241
NFKBIZ	yellow	0.68678350829948	41
GTF2A2	greenyellow	0.446385717153903	123
NDUFA13	pink	0.84912147996752	11
YWHAH	blue	0.434343975851532	378
SELENOT	grey	NA	NA
DDOST	green	0.504423917587463	166
COPZ1	blue	0.42166328079191	409
SELENBP1	magenta	0.405464652774353	149
MRFAP1	grey	NA	NA
UBE2B	magenta	0.644774448515931	35
WSB1	yellow	0.802015867046769	7
DNPH1	blue	0.522795802026819	221
GABARAPL2	grey	NA	NA
HCFC1R1	turquoise	0.555193956733772	233
UXT	grey	NA	NA
FAAP20	green	0.432021479363107	253
UQCRC1	blue	0.462526041660164	317
EIF4A3	pink	0.560763404367194	91
CHMP5	pink	0.628220191730416	63
PSMA5	blue	0.503224265103288	257
TMEM14A	magenta	0.654014074586584	32
CRNDE	red	0.357488195955668	219
ETFA	blue	0.531513755055528	206
CAP1	blue	0.706254466324471	34
WASF2	green	0.448046079259639	236
PHLDA1	salmon	0.601415572707945	34
PDCD4	brown	0.433582028303246	308
PNPLA2	tan	0.626826045838002	27
SEPTIN7	black	0.481861489089718	127
PSMA6	tan	0.608668629767939	29
STOML2	blue	0.515121093111945	237
MYL9	grey	NA	NA
STAT3	yellow	0.724303867251815	26
EIF2S3	purple	0.567291351253625	83
TMEM179B	magenta	0.335352834522327	169
MRPL18	red	0.353052566021074	224
CISD3	magenta	0.476934092728237	113
ADIPOR1	grey	NA	NA
PDIA4	red	0.47047965725849	154
HOXB2	turquoise	0.656671365367111	105
POLR1D	purple	0.481959006510103	109
CCT7	blue	0.771377991484903	11
PIGT	turquoise	0.489348468693683	339
ANXA7	blue	0.743879545385201	19
CD47	red	0.384753769965417	203
CAST	grey	NA	NA
ATP1A1	pink	0.311699226238915	211
RWDD1	grey	NA	NA
CDC123	green	0.632021150341784	53
DDX21	green	0.429789031989258	254
BAG1	pink	0.451309939935885	153
ADI1	blue	0.508246779223249	247
MRPL52	tan	0.362969975971541	122
CAPG	red	0.671603414772049	39
RCN1	grey	NA	NA
XRCC5	blue	0.622814994917122	102
HMG20B	grey	NA	NA
GTF2I	grey	NA	NA
PUF60	blue	0.692417639635381	42
UBE2V2	red	0.755150512211061	14
SFPQ	grey	NA	NA
PSMA2	pink	0.934969107907781	3
AP1S1	blue	0.649867692442254	71
ACTR3	green	0.585415768015678	87
MRPL3	green	0.61088921308014	66
PGD	green	0.731556228840915	13
MIR23AHG	yellow	0.767960987957777	13
PPP2R1A	blue	0.626844880212713	95
MRPS7	blue	0.664358356454367	62
SRGN	blue	0.472500346274577	297
PPM1G	green	0.54905677141016	117
CDK4	green	0.562350309948212	104
NSMCE4A	greenyellow	0.581550038612303	57
GTF3C6	blue	0.547310316927947	183
HLA-DPA1	midnightblue	0.635244816594301	20
UGP2	salmon	0.611250383831023	29
AP3S1	magenta	0.506558183609191	99
AUP1	greenyellow	0.510500036547168	91
CA2	turquoise	0.366485661173574	603
MRPS26	grey	NA	NA
BUD31	grey	NA	NA
SON	black	0.59695416030294	48
PLK2	yellow	0.354914528532537	294
FDFT1	red	0.423448226693713	184
RHOV	grey	NA	NA
OCIAD1	turquoise	0.660695369977741	99
IL32	grey	NA	NA
DNAJC1	brown	0.608240866938231	62
NFIC	yellow	0.498714145815894	182
CNN2	tan	0.493116756908645	70
NDUFS7	grey	NA	NA
UBXN1	purple	0.389415687322871	136
CHMP4B	black	0.540539427273628	82
CMTM6	black	0.441603194314548	161
UQCRC2	blue	0.319184498607947	581
MRPL36	red	0.660063682896227	45
AFDN	brown	0.509210653801426	183
PDZK1IP1	grey	NA	NA
NDUFB5	red	0.450489253001309	165
RAB1A	pink	0.565110470474123	90
EI24	grey	NA	NA
ISCU	magenta	0.411391815218376	147
IRX3	turquoise	0.373861688831083	590
HLA-DPB1	midnightblue	0.590877903206364	24
RHOC	pink	0.488262932141509	133
DDX17	brown	0.574188579698719	90
COL6A1	grey	NA	NA
ARPC5L	blue	0.532488129631923	205
HAX1	grey	NA	NA
TRAM1	red	0.520928794230118	113
NDUFV1	grey	NA	NA
ZC3H15	green	0.462621653546819	223
PKIB	magenta	0.678662352499883	23
CA12	turquoise	0.894399964403668	1
GPAA1	grey	NA	NA
CNIH1	tan	0.592668762523839	35
RGS10	purple	0.438040432993628	123
RPA3	greenyellow	0.53219373289249	81
SNHG32	purple	0.447080591872434	119
RCN2	grey	NA	NA
MZT2A	magenta	0.411874677714898	146
C7orf50	red	0.351101252765315	227
MRPL24	magenta	0.520665394557765	84
SBDS	red	0.53914701472078	104
GSN	salmon	0.586445311176159	43
PYCR1	blue	0.380266738326359	495
DNAJC19	turquoise	0.390711304227322	548
CAPZA2	red	0.658567869950943	47
ATP1B3	greenyellow	0.667094696542619	32
MRPL33	red	0.728319886527814	24
PSMB8	midnightblue	0.77403049772358	6
FN1	salmon	0.603376627366841	32
CEP15	brown	0.436145580520811	306
COX14	grey	NA	NA
TOP1	grey	NA	NA
PBX1	turquoise	0.726440861088159	45
SRSF9	blue	0.473893119266615	296
HNRNPH1	pink	0.471003038547898	140
BOLA3	red	0.619488866911799	69
RAB10	red	0.52382853978827	110
MPG	turquoise	0.431721550352624	453
NORAD	yellow	0.602970932036734	84
ATP6AP1	black	0.808783003244726	3
ZNF593	grey	NA	NA
SFT2D1	pink	0.640010148096743	60
MEA1	blue	0.431938057641415	382
MTA1	brown	0.558580480193194	108
NDUFS2	blue	0.454290253406228	336
DGUOK	blue	0.541966129138421	191
VPS29	red	0.693000740484533	32
VDAC3	blue	0.689943169852916	45
RAB11FIP1	turquoise	0.724689144767877	47
MARCKS	greenyellow	0.532932943561618	79
SPINT1	grey	NA	NA
PET100	magenta	0.667177763258268	27
TM9SF2	black	0.569133939085453	60
SCGB3A1	brown	0.471403495649867	231
UQCRHL	tan	0.524294896367677	57
ZFAND5	yellow	0.649585750306249	58
SCOC	magenta	0.649097279093739	33
STARD3	cyan	0.517140970936394	31
EIF4H	green	0.560882717305192	105
TIMM17A	red	0.645260641324697	57
EMC4	blue	0.674447038220162	54
DCTPP1	blue	0.520155847692965	225
POLD2	blue	0.49061516174847	275
KRT23	brown	0.488947165734927	206
LRRC59	greenyellow	0.482145006949751	107
PCNP	red	0.509786398867352	124
RRBP1	grey	NA	NA
APEX1	blue	0.576821537121818	141
HNRNPR	blue	0.512063372704989	241
PNKD	black	0.61869992580253	43
EBPL	purple	0.486461534762681	107
UCHL1	green	0.47561135766668	205
CYB5R3	grey	NA	NA
TPR	grey	NA	NA
MRPS33	red	0.656571426693048	49
ENAH	grey	NA	NA
SELENOF	red	0.445125658557719	169
HNRNPM	blue	0.62175631267348	104
FAM177A1	turquoise	0.530542508303875	270
CNOT7	grey	NA	NA
REX1BD	brown	0.442686393934889	292
SDC1	grey	NA	NA
AR	brown	0.832788296051168	1
LSM8	grey	NA	NA
PPP1CB	pink	0.663775222184441	54
CLTB	grey	NA	NA
VCP	grey	NA	NA
SNRPB2	red	0.542363440511077	103
FGG	grey	NA	NA
MRPS12	blue	0.468677007280003	305
BTF3L4	lightcyan	0.412149914732572	22
SUPT4H1	red	0.38516017251399	202
FKBP8	green	0.532602471137765	132
KDM5B	yellow	0.543916747653925	136
TMEM167A	red	0.624054632400126	67
TOMM40	green	0.702522048671565	24
DDAH2	turquoise	0.412434841811895	509
PSMD2	blue	0.696530736714129	41
RAB18	blue	0.521907972575413	222
TRAPPC3	blue	0.645324239772039	76
TMEM134	grey	NA	NA
SNHG7	purple	0.569701505475917	82
MRPL43	tan	0.599178700999877	31
SEPTIN2	grey	NA	NA
MAP1LC3B	grey	NA	NA
CPNE3	grey	NA	NA
MT1E	greenyellow	0.340328561958398	150
TRAF4	yellow	0.590556584804099	96
CARHSP1	greenyellow	0.497170241650269	100
RSRP1	yellow	0.652666057761997	53
NUDT5	green	0.668579507380718	36
RBCK1	midnightblue	0.438851254266537	40
NOL7	blue	0.712353880720275	30
SYNCRIP	blue	0.576011847800387	143
MAP3K13	grey	NA	NA
RASD1	turquoise	0.433342332861775	449
HEBP1	turquoise	0.346685794054755	649
C6orf15	grey	NA	NA
LTBR	grey	NA	NA
CHPT1	pink	0.527192372868939	107
PPP1R2	turquoise	0.465141120222732	391
TMEM9	black	0.456890365633409	149
LMO4	salmon	0.606077467359199	30
MYADM	turquoise	0.631255949202996	144
DKK1	purple	0.359709001782129	142
WDR1	green	0.540292768475268	121
PRSS8	brown	0.474454573499193	227
NR4A2	yellow	0.751248363969902	18
NSA2	purple	0.493787745739195	103
BUD23	grey	NA	NA
SEC11C	blue	0.399998627472984	454
FCGRT	turquoise	0.68028419153454	71
CCDC124	green	0.412734540614251	260
PTTG1IP	grey	NA	NA
TMEM183A	salmon	0.45755413203818	83
PON2	grey	NA	NA
TGIF1	yellow	0.476505764863391	207
GSPT1	grey	NA	NA
FAM3C	tan	-0.297804999737314	147
AHCY	purple	0.563816230005516	84
SEC13	green	0.493716422481232	186
TSEN34	blue	0.571056248786145	151
SOCS3	yellow	0.381028984691082	285
CHCHD1	blue	0.378959046618389	497
NGRN	tan	0.799890208873797	5
SFN	tan	0.370014276779483	117
METTL9	blue	0.444874995982537	354
HSD17B10	blue	0.632519576079984	88
PAXX	brown	0.455949292502303	260
IRF2BP2	yellow	0.489641505863528	193
SDCBP	red	0.351761604412203	226
HP1BP3	grey	NA	NA
FSCN1	salmon	0.67436659974784	13
MAGOH	salmon	0.480404052484414	74
DAP3	green	0.311153172056828	294
ZNF428	tan	0.559156997215125	46
MMADHC	blue	0.739239152042228	22
UQCC3	red	0.392828496599681	196
PRPF40A	blue	0.62644266287272	97
RAB4A	grey	NA	NA
DPP7	turquoise	0.489786613692949	338
MRPS35	purple	0.450031550256183	118
NIPSNAP2	magenta	0.525609919953565	83
ILF3	grey	NA	NA
STAU1	grey	NA	NA
HNRNPAB	greenyellow	0.549796894025778	73
PPP1R1B	brown	0.440197470790537	294
INSIG1	grey	NA	NA
CXCL2	grey	NA	NA
GCSH	green	0.535861628666296	125
GFUS	grey	NA	NA
TFAP2A	grey	NA	NA
ARL1	black	0.63235870738597	38
DPM3	magenta	0.51351684969203	94
SRSF10	black	0.429925865941793	173
JUP	cyan	0.536297461690743	27
YIPF3	grey	NA	NA
ERRFI1	yellow	0.381972040008453	283
GLO1	black	0.376072519897643	206
PMVK	grey	NA	NA
PSMB4	grey	NA	NA
ANXA11	tan	0.441858640971879	85
PSMD7	blue	0.77880282223131	10
TAF7	black	0.508992433264131	106
FAM174C	grey	NA	NA
NANS	black	0.428563760417303	174
COL1A2	grey	NA	NA
MLEC	blue	0.427457210816347	393
ANP32A	blue	0.486973969670074	281
GID8	turquoise	0.402861326660575	529
CIAO2A	red	0.50090386175773	129
PSENEN	pink	0.689198970061133	43
PTTG1	greenyellow	0.81407127415161	4
GOLGB1	yellow	0.594782715479574	91
PPT1	grey	NA	NA
SDF4	tan	0.416958270415853	95
ERLEC1	black	0.56672649531968	63
TMED4	turquoise	0.431781395868862	452
PPP1CC	purple	0.295059575504189	170
DSC2	salmon	0.467294646868931	78
SSNA1	grey	NA	NA
UBE2N	grey	NA	NA
PTP4A2	turquoise	0.579431006358945	214
PPIG	black	0.602495067421673	45
COA4	purple	0.318631975541174	165
C1orf21	turquoise	0.350988650764196	639
PRKAR1A	turquoise	0.585312241272452	208
TM7SF2	cyan	0.739004517506916	3
HOOK2	yellow	0.517044978524398	161
RBMX	blue	0.487639094336428	280
RNH1	turquoise	0.321820954700529	701
COL6A2	grey	NA	NA
GPBP1	turquoise	0.643390452975995	123
HILPDA	cyan	0.618438771268237	12
KHDRBS1	green	0.479268690586328	200
NDUFS3	blue	0.449105252355503	346
ASS1	tan	0.54999725161475	49
RAB11B	tan	0.450094004961579	81
ACTN4	grey	NA	NA
ANTKMT	turquoise	0.607101377769155	171
PSMC3	blue	0.72087696185044	26
TMEM106C	red	0.401682590676357	192
CTSC	salmon	0.593669077978108	39
POLR2H	grey	NA	NA
MRPL34	grey	NA	NA
PPCS	blue	0.414458490777968	425
RBBP4	blue	0.528409166020154	213
NONO	grey	NA	NA
BNIP3L	tan	0.493435741735759	68
XRN2	blue	0.37756222474436	500
RNF114	blue	0.403842123837449	447
HDDC2	blue	0.672072749276806	55
TMEM256	grey	NA	NA
TIMM17B	grey	NA	NA
EIF5B	blue	0.564652535818762	163
MRPS6	tan	0.439671033374829	87
TK1	greenyellow	0.746564235887793	18
MRPL12	pink	0.922905332594468	4
GJA1	turquoise	0.463581511265804	395
CNPY2	pink	0.831420184787567	14
VPS35	blue	0.35189345942977	540
B4GALT1	yellow	0.609065513098691	78
NDUFA10	blue	0.429641748622183	389
LMTK3	cyan	0.702335043247826	5
SLC38A1	turquoise	0.696099926328371	61
SLC38A2	yellow	0.681276564688234	43
PSMG2	purple	0.320548525857433	162
AKR7A2	tan	0.555948103753918	47
ERG28	red	0.486809790081241	141
MRPL37	green	0.792624189410543	4
RBM25	yellow	0.444823223052339	233
TC2N	brown	0.725878523590064	10
COL1A1	greenyellow	0.498454235338022	99
RAB5C	pink	0.689558774597128	42
SH3YL1	grey	NA	NA
PDCD10	red	0.715175489558778	26
FIBP	green	0.462753889659114	222
TXN2	purple	0.456471651337372	117
CYSTM1	turquoise	0.401903769944944	531
SPG21	green	0.401459818727133	273
CMPK1	grey	NA	NA
DAP	grey	NA	NA
DDRGK1	turquoise	0.345040514785418	658
SPSB3	turquoise	0.525536489958426	281
FOXA1	brown	0.756962570791653	3
EBNA1BP2	green	0.584606980197608	88
ALCAM	brown	0.675863034093774	23
EWSR1	blue	0.53304676988006	204
TMC5	brown	0.675549931227796	25
THOC7	grey	NA	NA
UAP1	yellow	0.416035672237694	263
POLE4	greenyellow	0.573361912147125	61
METTL5	green	0.525320191618098	140
TATDN1	purple	0.321603950422895	160
SHISA5	grey	NA	NA
RAB1B	tan	0.493149257076339	69
UBE2E3	green	0.589674972029133	79
CERS2	turquoise	0.685919529404007	66
EIF2A	salmon	0.354525155630926	118
PTS	pink	0.480406925628945	136
SYAP1	red	0.403667334810412	191
PDK4	turquoise	0.598720050007629	181
PAIP1	red	0.578583648173092	87
TRA2B	grey	NA	NA
TMEM160	black	0.520721889572537	95
KMT2E	yellow	0.582592753560289	106
MYO6	magenta	0.593402157424774	54
PSMD11	blue	0.631154048004302	90
TRIP6	purple	0.340269677937815	152
ANKRD37	yellow	0.575063952178826	111
PRXL2A	pink	0.568437444934507	89
ANAPC13	grey	NA	NA
GLRX3	green	0.705435664577653	21
KPNB1	grey	NA	NA
EMP3	grey	NA	NA
EVL	turquoise	0.744669286117107	31
SERINC3	black	0.584576819278096	56
MCRIP2	purple	0.398420154830495	133
MRPL27	red	0.640395121123507	60
TFAP2B	brown	0.544827376134126	131
KRT16	lightcyan	0.453688794863848	16
SLC50A1	grey	NA	NA
MANF	red	0.548693605295683	100
CORO1B	grey	NA	NA
GLUD1	turquoise	0.541853515250373	250
PCMT1	black	0.688327489373908	15
CHCHD5	magenta	0.686590923037528	20
TAGLN	grey	NA	NA
PNRC2	turquoise	0.408080944016004	518
COMMD7	blue	0.527107108516931	216
BCAP29	grey	NA	NA
KRTCAP3	grey	NA	NA
LUC7L3	turquoise	0.491448498255895	334
ARID4B	yellow	0.595411564496727	90
ACADVL	black	0.364695587790278	212
CRTAP	tan	0.576017407545835	40
SEC22B	grey	NA	NA
AGTRAP	grey	NA	NA
HES4	grey	NA	NA
MRPL4	grey	NA	NA
POLR2G	blue	0.64115860666139	82
TP53TG1	turquoise	0.592863590024288	193
BCLAF1	grey	NA	NA
PEA15	grey	NA	NA
CTNNBIP1	green	0.498369623150172	177
U2SURP	blue	0.550067770185101	178
MS4A7	brown	0.426454259308092	319
SEMA3C	turquoise	0.594295504475999	192
SOX9	yellow	0.457309923165338	223
HADHA	green	0.494580371579139	181
PLPP5	turquoise	0.63412188839786	141
EHF	grey	NA	NA
DDX3X	yellow	0.588718368764893	99
ELP2	turquoise	0.647243786128012	117
GET3	blue	0.350226533932	545
SF3B4	blue	0.491179804162887	274
ISOC2	grey	NA	NA
EPRS1	blue	0.564214675251311	164
EIF4A1	pink	0.598514351521947	78
PRKDC	grey	NA	NA
IER3IP1	pink	0.7563825953538	27
SMARCB1	green	0.610599299147599	67
RTL8A	blue	0.323503449591443	576
FLYWCH2	brown	0.51228086275768	174
CLEC3A	turquoise	0.322687292815071	697
CTNNA1	black	0.520641451078314	96
DCTN3	red	0.565885088102373	92
EIF4G1	grey	NA	NA
MMP24OS	grey	NA	NA
EMC3	black	0.694978717856326	14
SMIM19	magenta	0.47622086336053	115
CSRP2	salmon	0.622206082852544	25
ACADM	pink	0.515482297928383	112
HINT2	magenta	0.526943220084653	82
LSM1	red	0.615440070459266	70
SDHD	pink	0.804122990239272	24
SRARP	turquoise	0.660240521297696	100
PCNA	blue	0.488448407346078	279
ERGIC2	blue	0.557103439225999	172
MTPN	grey	NA	NA
UBE2L6	midnightblue	0.686840085817105	12
DHRS7	black	0.626778862566199	40
RAB6A	grey	NA	NA
ATXN10	blue	0.556659846869233	173
PTRHD1	grey	NA	NA
MRPL21	blue	0.459665508124905	322
PFDN4	blue	0.51246982819857	240
DDX24	grey	NA	NA
PIN1	blue	0.503636110875807	256
RTL8C	grey	NA	NA
CREB3L4	brown	0.595121565257384	74
REEP6	brown	0.611602048591772	60
RTF2	blue	0.35698416663358	533
NASP	green	0.617106656968148	61
NDUFB8	pink	0.936241674653201	2
PAK2	grey	NA	NA
IFT25	red	0.658365675750437	48
