gene	source	article_id	pmid	pmcid	doi	title	year	url	text_mentions_perturbation	text_mentions_metabolism	text_mentions_PDCA_model	evidence_status	intervention_direction	metabolite_or_flux_measured	rescue	opposing_result	reading_depth
DGAT2	PPR	PPR449843			10.21203/rs.3.rs-1130999/v1	Effects of Supplementation of Ferulic Acid (FA) on Growth Performance, Activities of Digestive Enzymes, Antioxidant Capacity and Lipid Metabolism of Large Yellow Croaker (Larimichthys crocea) Larvae	2022	https://europepmc.org/article/PPR/PPR449843	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DGKA	MED	20581473	20581473	PMC3040948	10.4161/cbt.10.6.12537	Prioritization of driver mutations in pancreatic cancer using cancer-specific high-throughput annotation of somatic mutations (CHASM).	2010	https://europepmc.org/article/MED/20581473	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DGKA	MED	31694869	31694869	PMC6886509	10.1101/gr.247882.118	Clonal copy-number mosaicism in autoreactive T lymphocytes in diabetic NOD mice.	2019	https://europepmc.org/article/MED/31694869	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DGKA	MED	33593821	33593821	PMC8137542	10.1158/0008-5472.can-20-2218	Therapeutic Targeting of DGKA-Mediated Macropinocytosis Leads to Phospholipid Reprogramming in Tuberous Sclerosis Complex.	2021	https://europepmc.org/article/MED/33593821	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DGKA	MED	35030986	35030986	PMC9586592	10.1080/15592294.2022.2026591	Identification of novel susceptibility methylation loci for pancreatic cancer in a two-phase epigenome-wide association study.	2022	https://europepmc.org/article/MED/35030986	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DGUOK	MED	21107780	21107780	PMC3026684	10.1007/s13353-010-0008-y	Post mortem identification of deoxyguanosine kinase (DGUOK) gene mutations combined with impaired glucose homeostasis and iron overload features in four infants with severe progressive liver failure.	2011	https://europepmc.org/article/MED/21107780	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DHRS9	MED	29923223	29923223		10.1002/jcb.27119	Orchestrating a biomarker panel with lncRNAs and mRNAs for predicting survival in pancreatic ductal adenocarcinoma.	2018	https://europepmc.org/article/MED/29923223	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DHRS9	MED	30866526	30866526	PMC6468488	10.3390/cancers11030327	Gene Regulation by Antitumor <i>miR-204-5p</i> in Pancreatic Ductal Adenocarcinoma: The Clinical Significance of Direct RACGAP1 Regulation.	2019	https://europepmc.org/article/MED/30866526	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DHRS9	MED	32765099	32765099	PMC7381829	10.2147/cmar.s251897	Prognostic Impact of DHRS9 Overexpression in Pancreatic Cancer.	2020	https://europepmc.org/article/MED/32765099	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DHRS9	MED	41314901	41314901		10.1016/j.pan.2025.11.017	Serum autoantibody signatures enable non-invasive early detection of pancreatic cancer.	2026	https://europepmc.org/article/MED/41314901	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DHRS9	MED	42296784	42296784		10.1016/j.intimp.2026.117035	DHRS9 knockdown attenuates severe acute pancreatitis by inhibiting ferroptosis through the modulation of redox homeostasis and oxylipin metabolism.	2026	https://europepmc.org/article/MED/42296784	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DLD	MED	36678246	36678246	PMC9861070	10.3390/nu15020375	Prevalence of Radiological Chronic Pancreatitis and Exocrine Pancreatic Insufficiency in Patients with Decompensated Liver Disease: Is Fecal Elastase Useful in This Setting?	2023	https://europepmc.org/article/MED/36678246	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DLD	MED	36826087	36826087	PMC9955227	10.3390/curroncol30020126	Expression Profiles of Cuproptosis-Related Genes Determine Distinct Subtypes of Pancreatic Ductal Adenocarcinoma.	2023	https://europepmc.org/article/MED/36826087	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DLD	MED	40974553	40974553		10.1002/cbdv.202502316	Functional Properties of the Hydroethanolic Extracts and Main Phenolics of Lactarius indigo and Amanita jacksonii: Millenary Mushrooms Consumed in the Northeastern Highlands of Puebla, Mexico.	2025	https://europepmc.org/article/MED/40974553	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DLD	MED	41430602	41430602	PMC12836820	10.1186/s12935-025-04146-6	NSC777201 exhibits anticancer activity against colorectal cancer cells by inducing multiple types of cell death.	2025	https://europepmc.org/article/MED/41430602	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DLD	MED	42551351	42551351		10.1016/j.bioorg.2026.110293	Discovery of hydrazone derivatives as novel STAT3 antagonists against pancreatic and colorectal cancers.	2026	https://europepmc.org/article/MED/42551351	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DPYD	MED	33640964	33640964	PMC8283735	10.1093/carcin/bgab017	DPYD, down-regulated by the potentially chemopreventive agent luteolin, interacts with STAT3 in pancreatic cancer.	2021	https://europepmc.org/article/MED/33640964	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DPYD	MED	39158384	39158384	PMC11331593	10.1002/cam4.70124	The role of DPYD and the effects of DPYD suppressor luteolin combined with 5-FU in pancreatic cancer.	2024	https://europepmc.org/article/MED/39158384	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DPYD	MED	40939752	40939752		10.1016/j.clinbiochem.2025.111010	Phenotyping and genotyping for the dihydropyrimidine dehydrogenase test in Italy: a precise diagnostic strategy to detect rare variants and improve drug administration.	2025	https://europepmc.org/article/MED/40939752	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DPYD	MED	41832427	41832427	PMC13101390	10.1186/s12876-026-04726-4	Integrated analysis of metabolic gene features and the immune microenvironment: identification of DPYD-mediated prognostic model and therapeutic targets in pancreatic cancer.	2026	https://europepmc.org/article/MED/41832427	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DPYD	MED	42090751	42090751	PMC13157054	10.1016/j.esmoop.2026.106964	Perioperative NALIRIFOX in patients with resectable pancreatic ductal adenocarcinoma: updated analysis of survival and circulating and genetic biomarkers from the phase II nITRO trial.	2026	https://europepmc.org/article/MED/42090751	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX1	MED	31837426	31837426	PMC7227077	10.1016/j.freeradbiomed.2019.11.034	NADPH oxidase 1 mediates caerulein-induced pancreatic fibrosis in chronic pancreatitis.	2020	https://europepmc.org/article/MED/31837426	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX1	MED	33014046	33014046	PMC7512066	10.1155/2020/8745120	Vitamins Modulate the Expression of Antioxidant Genes in Progesterone-Treated Pancreatic <i>β</i> Cells: Perspectives for Gestational Diabetes Management.	2020	https://europepmc.org/article/MED/33014046	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX1	MED	35242674	35242674	PMC8825507	10.21037/gs-21-776	Overexpression of <i>DUOX2</i> mediates doxorubicin resistance and predicts prognosis of pancreatic cancer.	2022	https://europepmc.org/article/MED/35242674	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX1	MED	41053987	41053987	PMC12507117	10.1080/13510002.2025.2568300	Expression, localization and regulation of NADPH oxidases in pancreatic beta cells.	2025	https://europepmc.org/article/MED/41053987	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX1	MED	41828532	41828532	PMC12986138	10.3390/ijms27052310	AP-2 Transcription Factors as Regulators of Ferroptosis: A Family-Wide Profiling in Diverse Cancer Contexts.	2026	https://europepmc.org/article/MED/41828532	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX2	MED	37330147	37330147	PMC10527782	10.1016/j.freeradbiomed.2023.06.012	Exogenous DNA enhances DUOX2 expression and function in human pancreatic cancer cells by activating the cGAS-STING signaling pathway.	2023	https://europepmc.org/article/MED/37330147	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX2	MED	39224819	39224819	PMC11368084	10.7717/peerj.17874	miR-605-3p may affect caerulein-induced ductal cell injury and pyroptosis in acute pancreatitis by targeting the DUOX2/NLRP3/NF-κB pathway.	2024	https://europepmc.org/article/MED/39224819	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX2	MED	41053987	41053987	PMC12507117	10.1080/13510002.2025.2568300	Expression, localization and regulation of NADPH oxidases in pancreatic beta cells.	2025	https://europepmc.org/article/MED/41053987	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX2	MED	41154358	41154358	PMC12563811	10.3390/cancers17203300	TCN1 Drives Malignant Progression of Pancreatic Cancer Through STAT4-Mediated Transcriptional Activation of the DUOX2/ROS Signaling Axis.	2025	https://europepmc.org/article/MED/41154358	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DUOX2	PPR	PPR454645			10.1101/2022.02.13.480277	Dexamethasone Inhibits Cytokine-Induced, DUOX2-Related VEGF-A Expression and DNA damage in Human Pancreatic Cancer Cells and Growth of Pancreatic Cancer Xenografts	2022	https://europepmc.org/article/PPR/PPR454645	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DXO	MED	32665318	32665318		10.1124/jpet.120.265835	Dextromethorphan and Dextrorphan Influence Insulin Secretion by Interacting with K&lt;sub&gt;ATP&lt;/sub&gt; and L-type Ca&lt;sup&gt;2+&lt;/sup&gt; Channels in Pancreatic &lt;i&gt;β&lt;/i&gt;-Cells.	2020	https://europepmc.org/article/MED/32665318	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DXO	MED	37294632	37294632	PMC10592470	10.1016/j.celrep.2023.112615	Pancreatic islet protection at the expense of secretory function involves serine-linked mitochondrial one-carbon metabolism.	2023	https://europepmc.org/article/MED/37294632	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
DXO	MED	42750925	42750925		10.1016/j.isci.2026.117474	CHAC1-linked NRF2 protein expression participates in pancreatic islet protection by dextrorphan.	2026	https://europepmc.org/article/MED/42750925	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EHHADH	MED	36176635	36176635	PMC9514424	10.3389/fnut.2022.1006517	Multiomic analysis of dark tea extract on glycolipid metabolic disorders in db/db mice.	2022	https://europepmc.org/article/MED/36176635	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EHHADH	MED	40553786	40553786		10.1016/j.toxlet.2025.06.009	Prenatal microcystin-LR exposure alters pancreatic proteome and impairs insulin secretion in offspring mice.	2025	https://europepmc.org/article/MED/40553786	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ENPP3	MED	41893670	41893670	PMC13030209	10.3390/vetsci13030253	Integrated Transcriptomics Reveals a SHEV ORF3-Mediated circRNA Network That Disrupts Riboflavin Metabolism and Activates the ko05212 Pathway.	2026	https://europepmc.org/article/MED/41893670	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ENPP6	MED	39867576	39867576	PMC11758928	10.3389/fgene.2024.1475378	The value of a metabolic and immune-related gene signature and adjuvant therapeutic response in pancreatic cancer.	2024	https://europepmc.org/article/MED/39867576	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX1	MED	19287329	19287329		10.1097/mpa.0b013e31819feeed	The role of epoxide hydrolase Y113H gene variant in pancreatic diseases.	2009	https://europepmc.org/article/MED/19287329	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX1	MED	22301281	22301281	PMC3324443	10.1093/carcin/bgs028	Genetic variants in carcinogen-metabolizing enzymes, cigarette smoking and pancreatic cancer risk.	2012	https://europepmc.org/article/MED/22301281	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX1	MED	28339466	28339466	PMC5365109	10.1371/journal.pone.0173822	In silico search for modifier genes associated with pancreatic and liver disease in Cystic Fibrosis.	2017	https://europepmc.org/article/MED/28339466	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX1	MED	39739616	39739616	PMC11848624	10.1002/advs.202413674	TRIM21 Promotes Tumor Growth and Gemcitabine Resistance in Pancreatic Cancer by Inhibiting EPHX1-Mediated Arachidonic Acid Metabolism.	2025	https://europepmc.org/article/MED/39739616	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX2	MED	25402489	25402489	PMC4234494	10.1371/journal.pone.0113019	Effects of soluble epoxide hydrolase deficiency on acute pancreatitis in mice.	2014	https://europepmc.org/article/MED/25402489	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX2	MED	27448715	27448715	PMC5035218	10.1016/j.prostaglandins.2016.07.010	Epoxyeicosatrienoic acids and glucose homeostasis in mice and men.	2016	https://europepmc.org/article/MED/27448715	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX2	MED	33154479	33154479	PMC7644637	10.1038/s41598-020-76166-3	Mapping the genetic basis of diabetes mellitus in the Australian Burmese cat (Felis catus).	2020	https://europepmc.org/article/MED/33154479	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX2	MED	41605175	41605175		10.1109/tcbbio.2026.3658533	Artificial Intelligence Driven Virtual Screening and Molecular Docking Approaches Identified LIFR, BTG2, EPHX2, and PAK3 as Targets and BI-2536, AP-24534, and AZ-628 as Repurposed Drugs for PDAC.	2026	https://europepmc.org/article/MED/41605175	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
EPHX2	MED	42184045	42184045	PMC13381424	10.1007/s12672-026-05267-8	Identification of prognostic genes and development of a risk model for pancreatic cancer based on hypoxia- and lipid metabolism-related genes.	2026	https://europepmc.org/article/MED/42184045	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FAAH	MED	17943729	17943729	PMC2225529	10.1002/ijc.23114	Cannabinoids in pancreatic cancer: correlation with survival and pain.	2008	https://europepmc.org/article/MED/17943729	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FAAH	MED	18239598	18239598		10.1038/oby.2007.106	Endocannabinoid dysregulation in the pancreas and adipose tissue of mice fed with a high-fat diet.	2008	https://europepmc.org/article/MED/18239598	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FAAH	MED	18505678	18505678		10.1016/j.bbrc.2008.05.077	The cannabinoid CB1 receptor is expressed in pancreatic delta-cells.	2008	https://europepmc.org/article/MED/18505678	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FAAH	MED	23499687	23499687		10.1016/j.ejphar.2013.02.034	The complex effects of cannabinoids on insulin secretion from rat isolated islets of Langerhans.	2013	https://europepmc.org/article/MED/23499687	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FDFT1	MED	34711879	34711879	PMC8553768	10.1038/s41598-021-00650-7	A case-control study in Taiwanese cohort and meta-analysis of serum ferritin in pancreatic cancer.	2021	https://europepmc.org/article/MED/34711879	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FDFT1	MED	35552960	35552960		10.1007/s11033-022-07504-z	SQLE inhibition suppresses the development of pancreatic ductal adenocarcinoma and enhances its sensitivity to chemotherapeutic agents in vitro.	2022	https://europepmc.org/article/MED/35552960	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FDFT1	MED	35619540	35619540	PMC9468433	10.1002/cam4.4683	KIF11 manipulates SREBP2-dependent mevalonate cross talk to promote tumor progression in pancreatic ductal adenocarcinoma.	2022	https://europepmc.org/article/MED/35619540	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FDFT1	PPR	PPR453882			10.21203/rs.3.rs-1330088/v1	SQLE inhibition suppresses the development of pancreatic ductal adenocarcinoma and enhances its sensitivity to chemotherapeutic agents in vitro	2022	https://europepmc.org/article/PPR/PPR453882	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FMO1	MED	14744944	14744944		10.1124/dmd.32.2.222	Effect of total parenteral nutrition and choline on hepatic flavin-containing and cytochrome P-450 monooxygenase activity in rats.	2004	https://europepmc.org/article/MED/14744944	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FMO3	MED	14744944	14744944		10.1124/dmd.32.2.222	Effect of total parenteral nutrition and choline on hepatic flavin-containing and cytochrome P-450 monooxygenase activity in rats.	2004	https://europepmc.org/article/MED/14744944	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FMO3	MED	37011073	37011073	PMC10071415	10.1161/circulationaha.122.060573	Gut Microbiota-Derived Trimethylamine N-Oxide Contributes to Abdominal Aortic Aneurysm Through Inflammatory and Apoptotic Mechanisms.	2023	https://europepmc.org/article/MED/37011073	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
FMO3	MED	42649194	42649194	PMC13518901	10.1038/s41467-026-76075-5	β-cell FMO3-produced TMAO prevents NF-κB-mediated senescence and inflammation in ageing and diabetic conditions.	2026	https://europepmc.org/article/MED/42649194	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
